title,drug,lng,lat,enrollment,status,locations,popuptext
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-123.1280047,49.2806332,2900,Recruiting,"St Paul's Hospital, Vancouver, British Columbia, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />St Paul's Hospital, Vancouver, British Columbia, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-123.3279138,48.4327191,2900,Recruiting,"Island Health - Royal Jubilee Hospital, Victoria, British Columbia, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Island Health - Royal Jubilee Hospital, Victoria, British Columbia, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-123.4330644,48.4665044,2900,Recruiting,"Island Health - Victoria General Hospital, Victoria, British Columbia, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Island Health - Victoria General Hospital, Victoria, British Columbia, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-79.7743193,43.2218746,2900,Recruiting,"St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-81.2548309,43.0009154,2900,Recruiting,"St.Joseph's Health Care, London, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />St.Joseph's Health Care, London, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-81.2745418,43.01245309999999,2900,Recruiting,"University Hospital, London, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />University Hospital, London, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-81.22543,42.960029,2900,Recruiting,"Victoria Hospital, London, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Victoria Hospital, London, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-75.6478786,45.4007275,2900,Recruiting,"The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-75.6394863,45.4461659,2900,Recruiting,"Hôpital Montfort, Ottawa, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Hôpital Montfort, Ottawa, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-75.7214357,45.3925787,2900,Recruiting,"The Ottawa Hospital - Civic Campus, Ottawa, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />The Ottawa Hospital - Civic Campus, Ottawa, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-75.8076141,45.3349843,2900,Recruiting,"Queensway Carleton Hospital, Ottawa, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Queensway Carleton Hospital, Ottawa, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-79.36274410000001,43.7690968,2900,Recruiting,"North York General Hospital, Toronto, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />North York General Hospital, Toronto, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-79.37565959999999,43.7224812,2900,Recruiting,"Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-79.4052302,43.6534793,2900,Recruiting,"Toronto Western Hospital, Toronto, Ontario, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Toronto Western Hospital, Toronto, Ontario, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-73.5574486,45.5112735,2900,Recruiting,"Centre Hospitalier de l'Université de Montréal (CHUM), Montréal, Quebec, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Centre Hospitalier de l'Université de Montréal (CHUM), Montréal, Quebec, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-73.60157850000002,45.47326229999999,2900,Recruiting,"McGill University Health Centre-Glen Site Royal Victoria Hospital, Montréal, Quebec, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />McGill University Health Centre-Glen Site Royal Victoria Hospital, Montréal, Quebec, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-71.2107848,46.8152117,2900,Recruiting,"CHU de Québec - Université Laval, Québec, Quebec, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />CHU de Québec - Université Laval, Québec, Quebec, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-71.29770549999999,46.7790343,2900,Recruiting,"Institut Universitaire de Cardiologie et de Pneumologie de Québec- Université Laval, Québec, Quebec, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Institut Universitaire de Cardiologie et de Pneumologie de Québec- Université Laval, Québec, Quebec, Canada"
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,Remdesivir,-71.880256,45.407037,2900,Recruiting,"Centre Intégré Universitaire de Santé et de Services Sociaux de l'Estrie - Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, Quebec, Canada","<b>Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial</b><br /><i>Recruiting, n = 2900</i><br />Centre Intégré Universitaire de Santé et de Services Sociaux de l'Estrie - Centre Hospitalier Universitaire de Sherbrooke, Sherbrooke, Quebec, Canada"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-86.8039601,33.503198,800,Recruiting,"University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-117.225354,32.878285,800,Recruiting,"University of California San Diego Health - Jacobs Medical Center, La Jolla, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of California San Diego Health - Jacobs Medical Center, La Jolla, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-118.4466758,34.065656,800,Recruiting,"University of California Los Angeles Medical Center - Westwood Clinic, Los Angeles, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of California Los Angeles Medical Center - Westwood Clinic, Los Angeles, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-117.8891443,33.7885817,800,Recruiting,"University of California Irvine Medical Center - Infectious Disease, Orange, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of California Irvine Medical Center - Infectious Disease, Orange, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-122.1402524,37.405063,800,Recruiting,"VA Palo Alto Health Care System - Infectious Diseases, Palo Alto, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />VA Palo Alto Health Care System - Infectious Diseases, Palo Alto, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-122.1743078,37.4379735,800,Recruiting,"Stanford University - Stanford Hospital and Clinics - Pediatrics - Infectious Diseases, Palo Alto, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Stanford University - Stanford Hospital and Clinics - Pediatrics - Infectious Diseases, Palo Alto, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-121.4567734,38.5561515,800,Recruiting,"University of California Davis Medical Center - Internal Medicine - Infectious Disease, Sacramento, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of California Davis Medical Center - Internal Medicine - Infectious Disease, Sacramento, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-117.1455806,32.7263636,800,Recruiting,"Naval Medical Center San Diego - Infectious Disease Clinic, San Diego, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Naval Medical Center San Diego - Infectious Disease Clinic, San Diego, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-122.4050025,37.7561796,800,Recruiting,"University of California San Francisco - Zuckerberg San Francisco General Hospital - Division of Human Immunodeficiency Virus, Infectious Disease, and Global Medicine, San Francisco, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of California San Francisco - Zuckerberg San Francisco General Hospital - Division of Human Immunodeficiency Virus, Infectious Disease, and Global Medicine, San Francisco, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-118.381347,34.0767527,800,Recruiting,"Cedars Sinai Medical Center, West Hollywood, California, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Cedars Sinai Medical Center, West Hollywood, California, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-104.9904527,39.7265475,800,Recruiting,"Denver Health Division of Hospital Medicine - Main Campus, Denver, Colorado, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Denver Health Division of Hospital Medicine - Main Campus, Denver, Colorado, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-84.27859699999999,33.790841,800,Recruiting,"Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-87.62318499999999,41.8947452,800,Recruiting,"Northwestern Hospital - Infectious Disease, Chicago, Illinois, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Northwestern Hospital - Infectious Disease, Chicago, Illinois, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-87.67265599999999,41.8705427,800,Recruiting,"University of Illinois at Chicago College of Medicine - Division of Infectious Diseases, Chicago, Illinois, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of Illinois at Chicago College of Medicine - Division of Infectious Diseases, Chicago, Illinois, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-90.0846281,29.9613085,800,Recruiting,"Southeast Louisiana Veterans Health Care System (SLVHCS) - Section of Infectious Diseases, New Orleans, Louisiana, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Southeast Louisiana Veterans Health Care System (SLVHCS) - Section of Infectious Diseases, New Orleans, Louisiana, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-76.625715,39.2889604,800,Recruiting,"University of Maryland School of Medicine - Center for Vaccine Development - Baltimore, Annapolis, Maryland, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of Maryland School of Medicine - Center for Vaccine Development - Baltimore, Annapolis, Maryland, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-76.59273619999999,39.2967385,800,Recruiting,"Johns Hopkins Hospital - Medicine - Infectious Diseases, Baltimore, Maryland, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Johns Hopkins Hospital - Medicine - Infectious Diseases, Baltimore, Maryland, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-77.09384539999999,39.0016164,800,Recruiting,"Walter Reed National Military Medical Center, Bethesda, Maryland, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Walter Reed National Military Medical Center, Bethesda, Maryland, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-77.1043789,39.0025272,800,Recruiting,"National Institutes of Health - Clinical Center, National Institute of Allergy and Infectious Diseases Laboratory Of Immunoregulation, Clinical Research Section, Bethesda, Maryland, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />National Institutes of Health - Clinical Center, National Institute of Allergy and Infectious Diseases Laboratory Of Immunoregulation, Clinical Research Section, Bethesda, Maryland, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-71.0688334,42.3631542,800,Recruiting,"Massachusetts General Hospital - Infectious Diseases, Boston, Massachusetts, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Massachusetts General Hospital - Infectious Diseases, Boston, Massachusetts, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-71.76325419999999,42.2777464,800,Recruiting,"University of Massachusetts Medical School - Infectious Diseases and Immunology, Worcester, Massachusetts, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of Massachusetts Medical School - Infectious Diseases and Immunology, Worcester, Massachusetts, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-93.2311679,44.9711356,800,Recruiting,"University of Minnesota Medical Center, Fairview - Infectious Diseases and International Medicine, Minneapolis, Minnesota, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />University of Minnesota Medical Center, Fairview - Infectious Diseases and International Medicine, Minneapolis, Minnesota, United States"
Adaptive COVID-19 Treatment Trial (ACTT),Remdesivir,-90.231968,38.633482,800,Recruiting,"Saint Louis University - Center for Vaccine Development, Saint Louis, Missouri, United States","<b>Adaptive COVID-19 Treatment Trial (ACTT)</b><br /><i>Recruiting, n = 800</i><br />Saint Louis University - Center for Vaccine Development, Saint Louis, Missouri, United States"
