Clinical Trial Title,,lng,lat,Drug
Adaptive COVID-19 Treatment Trial (ACTT),,-76.3046348,36.8437973,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.1786164,47.715878,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.3182835,47.6588389,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-117.4133073,47.6488744,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-122.55207,47.1097586,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,12.5667877,55.6960841,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,7.1045497,50.7018469,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,6.9170435,50.9236621,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,8.6616969,50.0951726,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,22.9600672,40.629556,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,23.7786871,37.968196,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,139.716339,35.7016562,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,127.1231772,37.3520673,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,126.9975506,37.5787082,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-99.1553977,19.2891535,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-99.1590142,19.2921803,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,103.8472413,1.3221188,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,2.1523119,41.3894436,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,2.2378669,41.4811171,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-0.1182958,50.8193472,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-0.1188545,51.4990946,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-1.6190553,54.9802057,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-1.5192863,53.806748,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),,-1.2188774,51.764391,Remdesivir
The Efficacy of Different Anti-viral Drugs in COVID 19 Infected Patients,,10.7274539,59.9287098,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.2558589,49.8728114,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,6.2427775,49.0836738,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,5.9626178,47.2253089,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,-0.6061928,44.829016,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.4517989,48.7980441,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,5.0691471,47.3213803,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,-61.0380384,14.6339646,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3522501,48.8105963,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,5.7453333,45.1988668,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,3.0347031,50.6108999,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,4.8315594,45.7608649,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,3.8504425,43.6315886,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,7.3412062,47.7387331,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,6.192022,48.6852009,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,-1.5543918,47.2120313,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,7.2822826,43.7243711,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3827263,48.8488116,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3650429,48.8370792,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3402667,48.8368937,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3103313,48.829771,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.2740724,48.8389124,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3317094,48.8988449,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,-1.6950482,48.1200595,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.3711375,48.9335315,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,2.4253137,48.843381,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,4.3629634,45.4820275,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,7.7071667,48.5929237,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,1.4369245,43.5995462,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,1.4369245,43.5995462,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,3.1812134,50.743301,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,0.6696853,47.3872732,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,6.1175557,45.9338394,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,6.100888,49.618558,Remdesivir
Trial of Treatments for COVID-19 in Hospitalized Adults,,6.1765466,49.6323792,Remdesivir
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.523274,48.9545206,Remdesivir
Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,,2.5720537,48.8984523,Remdesivir
"Baricitinib, Placebo and Antiviral Therapy for the Treatment of Patients With Moderate and Severe COVID-19",,-118.2075585,34.0575334,Remdesivir
"Baricitinib, Placebo and Antiviral Therapy for the Treatment of Patients With Moderate and Severe COVID-19",,-118.2048393,34.0613426,Remdesivir
Sarilumab for Patients With Moderate COVID-19 Disease,,-71.1099407,42.3272945,Remdesivir
Use of Hydroxychloroquine Alone or Associated for Inpatients With SARS-CoV2 Virus (COVID-19),,-46.7104346,-23.6477874,Remdesivir
Long-term Use of Drugs That Could Prevent the Risk of Serious COVID-19 Infections or Make it Worse,,2.4517989,48.7980441,Remdesivir
Phase II RCT to Assess Efficacy of Intravenous Administration of Oxytocin in Patients Affected by COVID-19,,4.8748526,45.7803551,Remdesivir
Phase II RCT to Assess Efficacy of Intravenous Administration of Oxytocin in Patients Affected by COVID-19,,10.3083481,44.8016341,Remdesivir
Phase II RCT to Assess Efficacy of Intravenous Administration of Oxytocin in Patients Affected by COVID-19,,9.3159735,40.3255781,Remdesivir
Convalescent Plasma Therapy in Severe COVID-19 Infection,,90.3946767,23.739822,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-75.2811942,2.9321351,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0519893,4.7068994,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0345157,4.7413984,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0640042,4.6282546,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.1065512,4.6482242,Remdesivir
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,,-74.0957156,4.6489485,Remdesivir
Serum IL-6 and Soluble IL-6 Receptor in Severe COVID-19 Pneumonia Treated With Tocilizumab,,15.9801721,45.8297653,Remdesivir
Early Short Course Corticosteroids in COVID-19,,-83.0854662,42.3678016,Remdesivir
Study of Open Label Losartan in COVID-19,,-94.6113987,39.05635,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-117.8265049,33.6845673,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-118.4451811,34.068921,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-121.8069487,37.211053,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-77.0368707,38.9071923,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-82.4827429,27.9497028,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-89.6145301,40.7097557,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-90.1528519,29.9840922,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-76.6121893,39.2903848,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-83.0457538,42.331427,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-90.1994042,38.6270025,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-115.1499011,36.2093572,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-78.8662219,35.923193,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-78.8783585,35.0526641,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-75.1533655,39.9383221,Remdesivir
Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,-86.8014009,36.1425227,Remdesivir
Efficacy of Tocilizumab on Patients With COVID-19,,-71.067566,42.3626109,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.6489943,-23.5916438,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.6436478,-23.5729864,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.6435635,-23.5690595,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.6419505,-23.5664177,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.638029,-23.562,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.7152547,-23.5999606,Tocilizumab
Safety and Efficacy of Tocilizumab in Moderate to Severe COVID-19 With Inflammatory Markers,,-46.6537114,-23.5572749,Tocilizumab
Tocilizumab for SARS-CoV2 (COVID-19) Severe Pneumonitis,,13.5139647,43.6173812,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.6116796,44.9072727,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.846697,45.6219651,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,15.0830304,37.5078772,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,15.0830304,37.5078772,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,16.2486644,39.293416,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.9319865,45.5952076,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9421901,44.6363441,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9421901,44.6363441,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9421901,44.6363441,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9421901,44.6363441,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9252269,44.647128,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,14.2096027,40.8706618,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,14.222673,40.8624762,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,14.2096027,40.8706618,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,14.2096027,40.8706618,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,12.9070597,43.9074642,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,14.0733013,40.849415,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,12.1902021,44.4100508,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,15.6594798,38.1130568,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,12.5889668,44.0474034,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,12.4285757,41.9319404,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,8.8412594,45.8074471,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.9856288,45.4521332,Tocilizumab
Tocilizumab in COVID-19 Pneumonia (TOCIVID-19),,10.8394968,45.3474616,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),,7.4247343,46.9472676,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),,6.6424293,46.5249174,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),,8.9606,46.0098198,Tocilizumab
Tocilizumab in the Treatment of Coronavirus Induced Disease (COVID-19),,8.5491775,47.3766158,Tocilizumab
Tocilizumab Treatment in Patients With COVID-19,,-99.1603831,19.2892389,Tocilizumab
Serum IL-6 and Soluble IL-6 Receptor in Severe COVID-19 Pneumonia Treated With Tocilizumab,,15.9801721,45.8297653,Tocilizumab
Tocilizumab vs CRRT in Management of Cytokine Release Syndrome (CRS) in COVID-19,,114.309504,30.552113,Tocilizumab
"Tocilizumab to Prevent Clinical Decompensation in Hospitalized, Non-critically Ill Patients With COVID-19 Pneumonitis",,-87.6042591,41.7887967,Tocilizumab
"Assessment of Efficacy and Safety of Tocilizumab Compared to DefeROxamine, Associated With Standards Treatments in COVID-19 (+) Patients Hospitalized In Intensive Care in Tunisia",,10.1782429,36.8698022,Tocilizumab
A RCT - Safety & Efficacy of Tocilizumab - Tx of Severe COVID-19: ARCHITECTS,,-157.8538531,21.3085481,Tocilizumab
"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",,2.174314,41.4136997,Tocilizumab
Tocilizumab for Prevention of Respiratory Failure in Patients With Severe COVID-19 Infection,,-73.9634264,40.7646529,Tocilizumab
Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression,,101.6528322,3.1137086,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.6672675,44.919041,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.4497879,44.7060814,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,8.6214506,44.9152712,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.0523058,45.1300126,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,7.5366136,44.3853584,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,11.6963026,44.7998971,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,11.2476977,43.8072701,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,8.9429838,44.414108,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,8.0119012,43.8802392,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,9.8320678,44.1118233,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.7732402,45.1448334,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,9.145011,45.471875,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,8.621987,45.4420038,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,11.8846965,45.4127245,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.3083481,44.8016341,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,9.7000319,45.0570706,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.4432297,43.7064336,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,7.6649541,45.0524366,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,9.6111994,45.5101004,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,12.2644188,45.6612591,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,12.3197938,45.9873685,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,12.2232083,45.513721,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.9856288,45.4521332,Tocilizumab
Efficacy of Early Administration of Tocilizumab in COVID-19 Patients,,10.9359529,45.5303486,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,,35.1494106,31.7649503,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,,34.5592871,31.6622785,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,,34.7627074,32.0360309,Tocilizumab
The Use of Tocilizumab in the Management of Patients Who Have Severe COVID-19 With Suspected Pulmonary Hyperinflammation,,34.842852,32.04671,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-112.0575015,33.4646895,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-110.9461054,32.2410865,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-117.083637,32.633558,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-115.5684684,32.7802257,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-117.0094774,32.7804422,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-117.1960044,33.9121778,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-122.2321344,37.7989017,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-122.1428781,37.7127151,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-72.9338698,41.30323,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-77.0204624,38.9212171,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-80.3176547,25.747314,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-84.9600928,32.5268217,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-94.6113987,39.05635,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-90.1436859,29.9631002,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-93.7034604,32.4284824,Tocilizumab
A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,,-77.2424097,39.1817574,Tocilizumab
