Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Providence Sacred Heart Medical Center, Spokane, Washington, United States",-117.4133073,47.6488744,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Madigan Army Medical Center - Infectious Disease Clinic, Tacoma, Washington, United States",-122.55207,47.1097586,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"National Center for Global Health and Medicine Hospital - Disease Control and Prevention Center, Tokyo, Japan",139.716339,35.7016562,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Seoul National University Bundang Hospital - Division of Infectious Diseases, Bundang-gu Seongnam-si, Korea, Republic of",127.1231772,37.3520673,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Seoul National University Hospital, Seoul, Korea, Republic of",126.9975506,37.5787082,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Instituto Nacional de Ciencias Medicas y Nutrición Salvador Zubirán - Departamento de Infectologia, Mexico City, Mexico",-99.1553977,19.2891535,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Instituto Nacional de Enfermedades Respiratorias (INER) - Ismael Cosío Villegas, Mexico City, Mexico",-99.1590142,19.2921803,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"National University Health System - Division of Infectious Diseases, Singapore, Singapore",103.7835972,1.2922012,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"National Centre for Infectious Diseases (NCID), Singapore, Singapore",103.8472413,1.3221188,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Changi General Hospital - Clinical Trials and Research Unit (CTRU), Singapore, Singapore",103.9495701,1.3401915,Remdesivir
Adaptive COVID-19 Treatment Trial 2 (ACTT-II),NCT04401579,"Ng Teng Fong General Hospital - Infectious Disease Service, Singapore, Singapore",103.7453915,1.3337448,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Alabama at Birmingham School of Medicine - Infectious Disease, Birmingham, Alabama, United States",-86.8039601,33.503198,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of California San Diego Health - Jacobs Medical Center, La Jolla, California, United States",-117.225354,32.878285,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of California Los Angeles Medical Center - Westwood Clinic, Los Angeles, California, United States",-118.4466758,34.065656,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of California Irvine Medical Center - Infectious Disease, Orange, California, United States",-117.8887236,33.7871702,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"VA Palo Alto Health Care System - Infectious Diseases, Palo Alto, California, United States",-122.1402524,37.405063,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Stanford University - Stanford Hospital and Clinics - Pediatrics - Infectious Diseases, Palo Alto, California, United States",-122.1743078,37.4379735,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of California Davis Medical Center - Internal Medicine - Infectious Disease, Sacramento, California, United States",-121.4567734,38.5561515,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Naval Medical Center San Diego - Infectious Disease Clinic, San Diego, California, United States",-117.1455806,32.7263636,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of California San Francisco - Zuckerberg San Francisco General Hospital - Division of Human Immunodeficiency Virus, Infectious Disease, and Global Medicine, San Francisco, California, United States",-122.4050025,37.7561796,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Cedars Sinai Medical Center, West Hollywood, California, United States",-118.3801756,34.075232,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Denver Health Division of Hospital Medicine - Main Campus, Denver, Colorado, United States",-104.9910801,39.7282404,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Emory Vaccine Center - The Hope Clinic, Decatur, Georgia, United States",-84.278597,33.790841,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Northwestern Hospital - Infectious Disease, Chicago, Illinois, United States",-87.623185,41.8947452,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Illinois at Chicago College of Medicine - Division of Infectious Diseases, Chicago, Illinois, United States",-87.672656,41.8705427,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Southeast Louisiana Veterans Health Care System (SLVHCS) - Section of Infectious Diseases, New Orleans, Louisiana, United States",-90.0846281,29.9613085,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Maryland School of Medicine - Center for Vaccine Development - Baltimore, Annapolis, Maryland, United States",-76.625715,39.2889604,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Johns Hopkins Hospital - Medicine - Infectious Diseases, Baltimore, Maryland, United States",-76.5927362,39.2967385,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Walter Reed National Military Medical Center, Bethesda, Maryland, United States",-77.0938454,39.0016164,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"National Institutes of Health - Clinical Center, National Institute of Allergy and Infectious Diseases Laboratory Of Immunoregulation, Clinical Research Section, Bethesda, Maryland, United States",-77.1043789,39.0025272,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Massachusetts General Hospital - Infectious Diseases, Boston, Massachusetts, United States",-71.0688334,42.3631542,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Massachusetts Medical School - Infectious Diseases and Immunology, Worcester, Massachusetts, United States",-71.7632542,42.2777464,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Minnesota Medical Center, Fairview - Infectious Diseases and International Medicine, Minneapolis, Minnesota, United States",-93.2311679,44.9711356,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Saint Louis University - Center for Vaccine Development, Saint Louis, Missouri, United States",-90.231968,38.633482,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Nebraska Medical Center - Infectious Diseases, Omaha, Nebraska, United States",-95.9759165,41.2548549,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Montefiore Medical Center - Infectious Diseases, Bronx, New York, United States",-73.8797647,40.8801514,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"New York University School of Medicine - Langone Medical Center - Microbiology - Parasitology, New York, New York, United States",-73.9740737,40.7493378,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Rochester Medical Center - Vaccine Research Unit, Rochester, New York, United States",-77.6269403,43.1230503,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Duke Human Vaccine Institute - Duke Vaccine and Trials Unit, Durham, North Carolina, United States",-78.9430478,36.0076689,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Penn State Health Milton S. Hershey Medical Center - Division of Infectious Diseases, Hershey, Pennsylvania, United States",-76.6745953,40.2643934,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Hospital of the University of Pennsylvania - Infectious Diseases, Philadelphia, Pennsylvania, United States",-75.1928899,39.9470802,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Vanderbilt University Medical Center - Infectious Diseases, Nashville, Tennessee, United States",-86.8004882,36.1424588,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Brooke Army Medical Center, Fort Sam Houston, Texas, United States",-98.4167342,29.4597886,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Texas Medical Branch - Division of Infectious Disease, Galveston, Texas, United States",-94.7786557,29.3113831,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Baylor College of Medicine - Molecular Virology and Microbiology, Houston, Texas, United States",-95.396499,29.7105296,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Texas Health Science Center at San Antonio - Infectious Diseases, San Antonio, Texas, United States",-98.5753521,29.5074654,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Virginia - Acute Care Surgery, Charlottesville, Virginia, United States",-78.5004851,38.0344004,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Naval Medical Center Portsmouth - Infectious Disease Division, Portsmouth, Virginia, United States",-76.3046348,36.8437973,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"EvergreenHealth Infectious Disease Service, Kirkland, Washington, United States",-122.1786164,47.715878,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"The University of Washington - Virology Research Clinic, Seattle, Washington, United States",-122.3182835,47.6588389,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Providence Sacred Heart Medical Center, Spokane, Washington, United States",-117.4133073,47.6488744,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Madigan Army Medical Center - Infectious Disease Clinic, Tacoma, Washington, United States",-122.55207,47.1097586,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"University of Copenhagen - Centre of Excellence for Health, Immunity and Infections (CHIP) - Department of Infectious Diseases, Copenhagen, Denmark",12.5667877,55.6960841,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Universitatsklinikum Bonn, Medizinische Klinik I - Bereich Infektiologie/HIV der Medizinischen Klinik, Bonn, Nordrhein-Westfalen, Germany",7.1045497,50.7018469,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Universitatsklinikum Koeln Klinik I fur Innere Medizin Klinisches Studienzentrum fur Infektiologie I, Cologne, Germany",6.9170435,50.9236621,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Universitätsklinikum Frankfurt -Medizinische Klinik II - Infektiologie, Frankfurt, Germany",8.6616969,50.0951726,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"AHEPA University Hospital - 1st Department of Internal Medicine, Thessaloniki, Central Macedonia, Greece",22.9600672,40.629556,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Medical School of Athens University - Evangelismos Hospital - Department of Critical Care and Pulmonary Services, Athens, Greece",23.7786871,37.968196,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"National Center for Global Health and Medicine Hospital - Disease Control and Prevention Center, Tokyo, Japan",139.716339,35.7016562,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Seoul National University Bundang Hospital - Division of Infectious Diseases, Bundang-gu Seongnam-si, Gyeonggi-do, Korea, Republic of",127.1231772,37.3520673,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Seoul National University Hospital, Seoul, Jongno-gu, Korea, Republic of",126.9975506,37.5787082,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Instituto Nacional de Ciencias Medicas y Nutrición Salvador Zubirán - Departamento de Infectologia, Mexico City, Mexico",-99.1553977,19.2891535,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Instituto Nacional de Enfermedades Respiratorias (INER) - Ismael Cosío Villegas, Mexico City, Mexico",-99.1590142,19.2921803,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"National Centre for Infectious Diseases (NCID), Singapore, Singapore",103.8472413,1.3221188,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Hospital Clinic Barcelona, Servicio de Salud Internacional, Barcelona, Cataluña, Spain",2.1523119,41.3894436,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Hospital Germans Trias i Pujol - Servei Malalties Infeccioses, Barcelona, Cataluña, Spain",2.2378669,41.4811171,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Royal Sussex County Hospital - Department of Intensive Care Medicine, East Sussex, Brighton, United Kingdom",-0.1182958,50.8193472,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Saint Thomas' Hospital - Directorate of Infection, London, London, City Of, United Kingdom",-0.1188545,51.4990946,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"Royal Victoria Infirmary - Department of Infectious Diseases, Level 6, Ward 19, Newcastle Upon Tyne, United Kingdom",-1.6190553,54.9802057,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"St. James's University Hospital - Infectious Diseases, Leeds, West Yorkshire, United Kingdom",-1.5192863,53.806748,Remdesivir
Adaptive COVID-19 Treatment Trial (ACTT),NCT04280705,"John Radcliffe Hospital, Headington, Oxford, United Kingdom",-1.2188774,51.764391,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Peter Lougheed Centre, Calgary, Alberta, Canada",-113.9839451,51.0789832,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Foothills Medical Centre, Calgary, Alberta, Canada",-114.1334883,51.0652154,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Rockyview General Hospital, Calgary, Alberta, Canada",-114.0974163,50.9903099,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"South Health Campus, Calgary, Alberta, Canada",-113.9518929,50.8819537,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"University of Alberta Hopsital, Edmonton, Alberta, Canada",-113.5232015,53.5207634,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Vancouver General Hospital, Vancouver Coastal Health, Univeristy of British Columbia, Vancouver, British Columbia, Canada",-123.0967667,49.2673536,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"St Paul's Hospital, Vancouver, British Columbia, Canada",-123.1280047,49.2806332,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Island Health - Royal Jubilee Hospital, Victoria, British Columbia, Canada",-123.3279138,48.4327191,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Island Health - Victoria General Hospital, Victoria, British Columbia, Canada",-123.4330644,48.4665044,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada",-79.7743193,43.2218746,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"St.Joseph's Health Care, London, Ontario, Canada",-81.2548309,43.0009154,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"University Hospital, London, Ontario, Canada",-81.2745418,43.0124531,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Victoria Hospital, London, Ontario, Canada",-81.22543,42.960029,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada",-75.6478786,45.4007275,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Hôpital Montfort, Ottawa, Ontario, Canada",-75.6394863,45.4461659,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"The Ottawa Hospital - Civic Campus, Ottawa, Ontario, Canada",-75.7214357,45.3925787,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Queensway Carleton Hospital, Ottawa, Ontario, Canada",-75.8076141,45.3349843,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"North York General Hospital, Toronto, Ontario, Canada",-79.3627441,43.7690968,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada",-79.3756596,43.7224812,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Toronto Western Hospital, Toronto, Ontario, Canada",-79.4052302,43.6534793,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Centre Hospitalier de l'Université de Montréal (CHUM), Montréal, Quebec, Canada",-73.5574486,45.5112735,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"McGill University Health Centre-Glen Site Royal Victoria Hospital, Montréal, Quebec, Canada",-73.6015785,45.4732623,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"CHU de Québec - Université Laval, Québec, Quebec, Canada",-71.2107848,46.8152117,Remdesivir
Treatments for COVID-19: Canadian Arm of the SOLIDARITY Trial,NCT04330690,"Institut Universitaire de Cardiologie et de Pneumologie de Québec- Université Laval, Québec, Quebec, Canada",-71.2977055,46.7790343,Remdesivir
